Canada Goose,DSCN7633canada.jpg,
Black-chinned Hummingbird,DSCN0480blackchinmale.jpg,
American Robin,DSCN5655robin.jpg,
Bald Eagle,DSCN2485.jpg,
Ring-billed Gull,DSCN0743.jpg,
Pileated Woodpecker,DSCN0977pileated.jpg
